-0.47802,0.84141,0.07194600000000001,355.73,-159.71,91.84,-0.15018,-0.34133,-0.7145,84.44200000000001,-53.965,7.0432,0.70891,0.5289,0.041500999999999996,30.375,25.553,-15.245999999999999,-2.2954,2.2078,0.16929,109.26,106.39,143.43
-0.43113,0.91756,-0.06691799999999999,361.96,-152.76,108.68,-0.10305999999999998,-0.45845,-0.55367,213.33,-57.26,2.283,0.7510600000000001,0.5824,0.17777,35.868,11.638,11.85,-1.9992,2.5857,0.16538,93.154,90.28,169.79
-0.39987,1.0057,-0.22211999999999998,364.52,-144.33,126.99,-0.044155,-0.41807,-0.37677,315.49,-42.247,5.9447,0.75949,0.64736,0.30626,40.262,0.6534,39.313,-1.7871,3.1678,0.27087,72.648,84.421,185.91
-0.38033,1.126,-0.36098,364.16,-134.08,146.4,0.046161,-0.29286999999999996,-0.21594000000000002,365.66,-16.616,4.8462,0.81428,0.75053,0.44253000000000003,37.698,-4.8391,61.283,-2.4594,1.3558,0.55608,-21.09,39.016999999999996,219.59
-0.31781,1.2623,-0.43858,361.96,-120.17,164.71,0.042234,-0.099008,-0.055121,366.02,9.3821,-3.5756,0.8269200000000001,0.81166,0.5204,21.587,0.6534,78.126,-0.16635999999999998,2.6898,0.93506,-9.3729,21.441,197.62
-0.26700999999999997,1.4025,-0.54477,351.71,-104.06,182.65,-0.008814,0.074656,0.1258,319.15,28.057,-9.8005,0.78478,0.81931,0.53597,-8.0724,13.469000000000001,92.773,-0.45448999999999995,4.7524,0.20445,-2.0496,58.056999999999995,181.51
-0.22011999999999998,1.4987,-0.58562,335.6,-89.044,202.06,-0.067715,0.22409,0.27859,241.53,37.943000000000005,-10.533,0.7299800000000001,0.71614,0.50872,-45.42100000000001,31.045,103.76,0.021731,4.6252,0.20445,-40.131,100.53,180.05
-0.17323,1.5589,-0.6673,316.55,-75.862,222.93,-0.11484000000000001,0.31294,0.39518000000000003,147.42,28.057,-15.293,0.6119600000000001,0.5098,0.46198999999999996,-80.207,52.283,109.98,0.1578,3.7847,0.55218,-78.212,126.9,161.01
-0.11462,1.6269999999999998,-0.71223,290.56,-59.75,243.43,-0.12662,0.30082,0.5158,56.98,3.8896,-19.320999999999998,0.43915,0.24231999999999998,0.38411999999999996,-101.81,73.887,112.18,-0.026292000000000003,3.4493,0.71236,-92.859,140.08,137.57
-0.079452,1.7352,-0.66322,264.19,-42.174,262.84,-0.087349,0.19178,0.57209,-14.056,-15.883,-22.25,0.21155,-0.07483,0.3374,-106.2,91.829,115.11,-0.36645,3.3028,0.89599,-104.58,128.36,114.14
-0.11853,1.8114,-0.66322,242.22,-23.866,283.71,-0.020594,-0.046505,0.52384,-59.827,-26.868000000000002,-29.94,-0.032917,-0.32702,0.26732,-90.094,100.62,121.33,-0.5465399999999999,3.1216,1.0718,-110.43,97.603,98.02600000000001
-0.17323,1.8354,-0.6428,219.52,-6.6561,307.15,0.050087,-0.34536999999999995,0.34292,-83.262,-29.798000000000002,-33.235,-0.31532,-0.47603999999999996,0.25175,-73.616,97.321,118.77,-0.51852,2.8787,1.1265,-113.36,56.593,83.37899999999999
-0.27092,1.8394,-0.58562,199.02,7.2582,329.48,0.077575,-0.6765399999999999,0.10972,-87.656,-20.643,-35.798,-0.564,-0.62507,0.21670999999999999,-72.518,82.30799999999999,111.81,-0.40647,2.7013,1.0327,-110.43,9.7235,73.127
-0.39205,1.7873,-0.58153,186.93,18.243,353.28,0.06186799999999999,-0.9875200000000001,-0.13955,-77.76899999999999,0.22798000000000002,-35.798,-0.57243,-0.78173,-0.09477000000000001,-79.84100000000001,67.66199999999999,105.95,-0.12634,2.5779,0.88818,-113.36,-26.893,74.59100000000001
-0.5092800000000001,1.7112,-0.54886,180.34,27.397,375.99,0.014747,-1.2581,-0.41295,-57.996,23.296,-37.629,-0.51342,-0.99571,-0.42571000000000003,-98.515,84.87200000000001,109.62,0.1578,2.4777,0.63032,-114.83,-35.681,84.844
-0.63432,1.5789,-0.54477,181.44,36.185,395.39,-0.044155,-1.5408,-0.66223,-40.054,49.294,-35.798,-0.7916,-1.2555,-0.5542,-102.91,98.054,121.33,-0.43448000000000003,-2.0948,3.123,-111.9,-97.197,105.35
-0.73982,1.4867,-0.53252,187.66,46.438,413.7,-0.14232,-1.8639,-0.8713,-36.759,70.898,-42.755,-0.9222600000000001,-1.4007,-0.83063,-102.18,88.53299999999999,111.08,6.2287,-3.6639999999999997,3.4864,264.52,-262.7,-183.19
